CODIGO DEL RECURSO;NOMBRE DEL RECURSO;REGIÓN;latitud;longitud;ALTITUD;ZONA_CLIMATICA;CLUSTER;CLUSTER_KM
9950;Bosque De Unchog;Huánuco;-9.725596218365;-76.16941452678;3542.0;Frío (Suni);62;5
13395;Laguna Yanasiri;Lima;-12.0144657;-76.4267543;3627.0;Frío (Suni);68;0
12867;Formación Rocosa Culebra Rumi;Pasco;-10.444906;-76.490186;3551.0;Frío (Suni);62;5
9987;Iglesia San Andres De Tupicocha;Lima;-12.00178849;-76.47486705;3297.0;Templado Seco (Quechua);68;0
13112;Aguas Termales De Pacchanta;Cusco;-13.7175509;-71.2428045;4301.0;Muy Frío (Puna);74;3
9989;Catarata De Huanano;Lima;-11.89455;-76.439263;2193.0;Templado Cálido (Yunga);-1;0
9991;Catarata Palacala;Lima;-11.9111;-76.42593;2727.0;Templado Seco (Quechua);68;0
9993;Catarata Mortero;Lima;-11.84673;-76.436136;2790.0;Templado Seco (Quechua);68;0
9994;Iglesia Colonial San Jerónimo De Surco;Lima;-11.884007;-76.44054699999998;2012.0;Templado Cálido (Yunga);-1;19
9999;Iglesia El Santísimo Salvador De Pachacamac;Lima;-12.229372936206092;-76.85880929231644;74.0;Cálido / Desértico (Costa);36;19
10001;Mirador Turístico San Miguel;Lima;-12.23289733;-76.8561378121376;80.0;Cálido / Desértico (Costa);36;19
10003;Paseo De Los Incas;Lima;-12.229040025461227;-76.85889780521393;75.0;Cálido / Desértico (Costa);36;19
10004;Casa Hacienda San Fernando;Lima;-12.22080634302;-76.85132542882;106.0;Cálido / Desértico (Costa);36;19
10005;Santuario Diocesano María De La Consagración;Lima;-12.221540247912708;-76.88383992;99.0;Cálido / Desértico (Costa);36;19
10007;Lomas De Quebrada Río Seco - Santuario De Amancay De Unacem Sector Pachacámac  ;Lima;-12.196347544725024;-76.81277138907876;378.0;Cálido / Desértico (Costa);-1;19
10008;Fundo Agroecologico Casablanca ;Lima;-12.20418549984;-76.86465720962;93.0;Cálido / Desértico (Costa);36;19
14542;Sitio Arqueológico De Vinjullo;Junín;-11.546147;-75.3272321;3385.0;Templado Seco (Quechua);73;0
11449;Laguna Cóndor Huaca;Piura;-5.061389;-79.450278;3539.0;Frío (Suni);55;17
11498;Restos Fósiles De Choccocconiri;Puno;-16.318836684000477;-69.58604778766538;3928.0;Frío (Suni);30;12
13507;Bosque De Pino De Chanchana  San Andrés De Tupicocha;Lima;-12.015492;-76.461708;3473.0;Templado Seco (Quechua);68;0
13672;Mirador De Lagunas;Piura;-5.124500319539;-79.86270377829;1006.0;Templado Cálido (Yunga);55;10
12857;Sitio Arqueológico Casona Tampum;Pasco;-10.46931861407787;-76.44869105220913;3427.0;Templado Seco (Quechua);62;5
10081;Bioagricultura Casablanca;Lima;-12.202669728748534;-76.86376073082323;95.0;Cálido / Desértico (Costa);36;19
12139;Zona Monumental De Ancón;Lima;-11.77376;-77.17533;5.0;Cálido / Desértico (Costa);35;19
10299;Plaza De Armas De Chancay;Lima;-11.562711;-77.26996200000002;45.0;Cálido / Desértico (Costa);35;19
12270;Bodega Peirano;Lima;-12.96957;-76.41471;102.0;Cálido / Desértico (Costa);41;4
11751;Cocha Isla De Los Valles;Madre De Dios;-12.26462;-70.919537;279.0;Tropical Húmedo (Selva);51;24
10096;Museo De Arte Sacro Religioso Niño Dios De Reyes;Lambayeque;-6.273637;-79.60817;165.0;Cálido / Desértico (Costa);-1;1
11892;Cascada De Pichari;Cusco;-12.521928;-73.811346;595.0;Templado Cálido (Yunga);64;24
10099;Sitio Arqueológico Cardal;Lima;-12.18688411223;-76.84959515944;167.0;Cálido / Desértico (Costa);36;19
11760;Cocha Brashco;Madre De Dios;-12.171689;-70.008578;330.0;Tropical Húmedo (Selva);51;24
11750;Río Manu;Madre De Dios;-12.082827;-71.123456;300.0;Tropical Húmedo (Selva);51;24
12500;Lomas De Ancón - Área De Conservación Regional Sistema De Lomas De Lima;Lima;-11.72612709115374;-77.14056753448484;178.0;Cálido / Desértico (Costa);35;19
11251;Parroquia Espíritu Santo De Chacayán;Pasco;-10.4340869295289;-76.43734497995098;3336.0;Templado Seco (Quechua);62;5
11897;Cascada Piscina Natural De Nogalpampa;Cusco;-12.435556;-73.829945;1014.0;Templado Cálido (Yunga);64;24
12335;Lagunas De Tarhuiyocc;Ayacucho;-13.417214338625152;-73.98760471164755;4136.0;Muy Frío (Puna);-1;0
12473;Baños Termales De Baño Pampa;Puno;-14.15705205852618;-69.69052825257029;3388.0;Templado Seco (Quechua);-1;3
14223;Parque Cultural Y Gastronómico Ibanko Tsompari ;Junín;-11.332828;-74.529607;684.0;Templado Cálido (Yunga);61;26
10122;Plaza De Armas De Lurín;Lima;-12.2731909;-76.8689779;11.0;Cálido / Desértico (Costa);36;19
11800;Centro De Interpretación De Eco Artesanías De Totora Titikaka Chimu;Puno;-15.855291646116552;-69.96096968650818;3817.0;Frío (Suni);8;6
14238;Mirador Natural De Rajuntay ;Junín;-11.56151;-76.2529;4711.0;Muy Frío (Puna);48;8
11114;Parque Nacional Cerros De Amotape - El Caucho;Tumbes;-4.316135;-80.588173;502.0;Templado Cálido (Yunga);-1;10
10159;Casa Club Pacasmayo ;La Libertad;-7.40136;-79.57338;0.0;Cálido / Desértico (Costa);46;10
10343;Pinturas Rupestres De Ucurragra;Huánuco;-8.625189382320922;-77.0934892505428;3573.0;Frío (Suni);49;28
10176;Santuario Del Señor De Huanca;Cusco;-13.486895;-71.802699;3196.0;Templado Seco (Quechua);22;6
13731;Fundo Ecoturístico Comunal De Yanama;Junín;-11.8018385;-75.6565219;3498.0;Templado Seco (Quechua);73;0
14115;Las Pampas De Sicaya;Junín;-12.0116424;-75.2956655;3273.0;Templado Seco (Quechua);26;15
14541;Quebrada De Tranka;Junín;-11.7031837;-75.3694679;3970.0;Frío (Suni);73;0
14535;Cascada De Quero;Junín;-11.7044065;-75.3715992;3916.0;Frío (Suni);73;0
12280;Bosque De Usqu Willka;Ayacucho;-13.048928;-74.100702;3623.0;Frío (Suni);-1;15
14450;Humedal De Kewacocha;Junín;-11.5133515;-75.9517708;3837.0;Frío (Suni);48;8
14204;Iglesia Nuestra Señora De La Asunción De Matahuasi;Junín;-11.8942078;-75.3442719;3278.0;Templado Seco (Quechua);73;0
14096;Ciudadela Prehispánica De Shanganmarca;Junín;-10.9675981;-75.9125092;4261.0;Muy Frío (Puna);48;8
13485;Necrópolis De Pacha Ñahuin;Junín;-11.5206106;-75.6503666;4137.0;Muy Frío (Puna);73;0
14540;Catarata Del Tingo;Junín;-11.5981572;-75.3332188;3787.0;Frío (Suni);73;0
14206;Bofedal De Luncupuquio;Junín;-11.1140716;-76.0007606;4087.0;Muy Frío (Puna);48;8
14116;Humedal De Kulta Kucha;Junín;-11.8903766;-75.3713768;3276.0;Templado Seco (Quechua);73;0
13733;Bodega Línea De Sangre - Viña Porteros ;Lima;-11.091;-77.16512;797.0;Templado Cálido (Yunga);-1;4
13244;Cerro Icchal;La Libertad;-8.002700989942;-78.1648923088;3597.0;Frío (Suni);49;28
