CODIGO DEL RECURSO;NOMBRE DEL RECURSO;REGIÓN;latitud;longitud;ALTITUD;ZONA_CLIMATICA;CLUSTER;CLUSTER_KM
155;Complejo Arqueológico Huaca Rajada - Sipán;Lambayeque;-6.800793622533838;-79.60093122190898;87.0;Cálido / Desértico (Costa);38;1
157;Festival Caballito De Totora;Lambayeque;-6.83708;-79.9362;8.0;Cálido / Desértico (Costa);5;14
159;Quebrada De Los Boliches O Petroglifos Los Pipochinos;Lambayeque;-5.98854;-79.681543;273.0;Cálido / Desértico (Costa);-1;10
161;Centenario Muelle De Puerto Eten;Lambayeque;-6.93414;-79.86669;0.0;Cálido / Desértico (Costa);5;14
162;Semana Santa En Reque;Lambayeque;-6.86449;-79.8181;24.0;Cálido / Desértico (Costa);5;14
163;Complejo Arqueologico Chotuna-Chornancap;Lambayeque;-6.71949;-79.96875;8.0;Cálido / Desértico (Costa);5;14
167;Santuario Nacional Tabaconas Namballe;Cajamarca;-5.157282604536018;-79.31236267089844;2818.0;Templado Seco (Quechua);55;17
169;Pinturas Rupestre Del Cerro Faical;Cajamarca;-5.177178;-78.93898300000001;1308.0;Templado Cálido (Yunga);55;17
179;Finca Parcela Quinta San Antonio;Cajamarca;-5.15457;-79.01435;1332.0;Templado Cálido (Yunga);55;17
181;Leyenda Del Principe Cuan Y La Princesa Tantarica;Cajamarca;-7.30078;-78.9355;2841.0;Templado Seco (Quechua);45;13
195;Casa Del Artesano De Huancayo;Junín;-12.0704;-75.2141;3247.0;Templado Seco (Quechua);26;15
196;Parque De La Identidad Wanka;Junín;-12.0491911;-75.1977013;3299.0;Templado Seco (Quechua);26;15
197;Pueblo Artesanal De Cochas Grande;Junín;-12.00215;-75.19966;3459.0;Templado Seco (Quechua);26;15
198;Pueblo Artesanal De Hualhuas;Junín;-11.9716;-75.25101;3264.0;Templado Seco (Quechua);26;15
200;Parque Nacional Yanachaga Chemillén Zona De Uso Turístico San Alberto;Pasco;-10.539399383469704;-75.3610700572752;2489.0;Templado Seco (Quechua);-1;26
201;Iglesia Matriz Santa Rosa De Oxapampa;Pasco;-10.5747144633961;-75.4041354487198;1815.0;Templado Cálido (Yunga);65;26
202;Casa Tradicional Hassinger Baumann Haus;Pasco;-10.5731332213945;-75.4039279016778;1812.0;Templado Cálido (Yunga);65;26
203;Iglesia Nuestra Señora De Asunción De Quillazú;Pasco;-10.5267519230194;-75.4377860025435;1803.0;Templado Cálido (Yunga);65;26
215;Iglesia San José - Pozuzo;Pasco;-10.067795431784948;-75.55130079388618;748.0;Templado Cálido (Yunga);60;26
219;Cascada Anana;Pasco;-10.489046399913152;-75.62737883037713;1943.0;Templado Cálido (Yunga);-1;19
223;Zona Arqueológica Monumental Cerro Sechín;Áncash;-9.48319401980434;-78.26133550793458;243.0;Cálido / Desértico (Costa);-1;4
224;Museo Regional De Casma Max Uhle;Áncash;-9.479244;-78.25786299999999;99.0;Cálido / Desértico (Costa);-1;4
230;Museo Regional De Ica Adolfo Bermúdez Jenkins;Ica;-14.07191647410158;-75.73386937379843;405.0;Cálido / Desértico (Costa);3;9
231;Bodega Vista Alegre;Ica;-14.055061940716682;-75.72240001137453;407.0;Cálido / Desértico (Costa);3;9
11471;Puente Antonio Raimondi;Áncash;-8.342064296455263;-77.45854542593011;1617.0;Templado Cálido (Yunga);-1;21
237;Laguna De Huacachina;Ica;-14.087854051458232;-75.76291501522064;395.0;Cálido / Desértico (Costa);3;9
238;Bodega Ocucaje;Ica;-14.356002489809494;-75.67636549472809;312.0;Cálido / Desértico (Costa);32;19
239;Caserío De Cachiche;Ica;-14.09501077009113;-75.73552161455154;398.0;Cálido / Desértico (Costa);3;9
241;Huaca La Centinela;Ica;-13.439733817430495;-76.17104530334473;45.0;Cálido / Desértico (Costa);41;4
242;Casa Hacienda San José;Ica;-13.51956931705685;-76.07299447059631;128.0;Cálido / Desértico (Costa);32;19
243;Santuario De La Melchorita;Ica;-13.398660649188182;-76.15720242261887;94.0;Cálido / Desértico (Costa);41;4
244;Comunidad Del Carmen;Ica;-13.502;-76.0539;151.0;Cálido / Desértico (Costa);32;19
245;Sitio Arqueológico La Muña;Ica;-14.554393;-75.224297;307.0;Cálido / Desértico (Costa);32;19
246;Petroglifos De Chichictara;Ica;-14.465341112820498;-75.13591000000001;533.0;Templado Cálido (Yunga);-1;19
247;Paisaje Arqueologico Telar De Sacramento - Reloj Solar;Ica;-14.523877352176;-75.19253253936768;414.0;Cálido / Desértico (Costa);-1;19
250;Acueducto De Cantayo;Ica;-14.826512989741854;-74.91151899814523;639.0;Templado Cálido (Yunga);-1;11
251;Centro Ceremonial Cahuachi;Ica;-14.819147;-75.115087;375.0;Cálido / Desértico (Costa);-1;11
254;Líneas Y Geoglifos De Nasca Y Palpa;Ica;-14.739005943231716;-75.13001561164856;428.0;Cálido / Desértico (Costa);-1;11
257;Reserva Nacional De Paracas;Ica;-13.855618180176403;-76.33722543949261;99.0;Cálido / Desértico (Costa);32;19
258;Playa Tuquillo;Áncash;-10.0175;-78.19325000000003;0.0;Cálido / Desértico (Costa);43;4
260;Monumento Arqueológico Intangible Waullac ;Áncash;-9.52447254841922;-77.51372426748276;3126.0;Templado Seco (Quechua);20;2
261;Catedral De Chiclayo;Lambayeque;-6.771675584683186;-79.83792524324963;33.0;Cálido / Desértico (Costa);5;14
262;Exconvento De Los Padres Franciscanos;Lambayeque;-6.771152403267794;-79.83931614958664;34.0;Cálido / Desértico (Costa);5;14
263;Basílica San Antonio De Padua;Lambayeque;-6.773567083489516;-79.84277486801147;31.0;Cálido / Desértico (Costa);5;14
269;Iglesia San Pedro De Lambayeque;Lambayeque;-6.703459;-79.906217;21.0;Cálido / Desértico (Costa);5;14
270;Iglesia San Pedro De Mórrope;Lambayeque;-6.540897725891095;-80.0152014662043;19.0;Cálido / Desértico (Costa);37;1
271;Iglesia Santa Lucía De Ferreñafe;Lambayeque;-6.6397;-79.78811;41.0;Cálido / Desértico (Costa);5;14
272;Museo Arqueológico Nacional Bruning;Lambayeque;-6.70403;-79.90389;20.0;Cálido / Desértico (Costa);5;14
274;Playa Pimentel;Lambayeque;-6.83773;-79.93747;3.0;Cálido / Desértico (Costa);5;14
276;Playa Las Rocas;Lambayeque;-6.855251043815697;-79.93587939482882;0.0;Cálido / Desértico (Costa);5;14
277;Leyenda Del Carretón;Lambayeque;-6.50974;-79.8596;45.0;Cálido / Desértico (Costa);37;1
278;Playa Santa Rosa;Lambayeque;-6.88389;-79.92165;6.0;Cálido / Desértico (Costa);5;14
279;Santuario Histórico Bosque De Pómac;Lambayeque;-6.48641;-79.75318;80.0;Cálido / Desértico (Costa);37;1
282;Templo De La Merced;Puno;-15.496554524578556;-70.13172715902328;3830.0;Frío (Suni);30;12
283;Muelle De Pimentel;Lambayeque;-6.83571;-79.93791;4.0;Cálido / Desértico (Costa);5;14
284;Parque Artesanal De Monsefú;Lambayeque;-6.87809;-79.86834;13.0;Cálido / Desértico (Costa);5;14
287;Pueblo De Mazan;Loreto;-3.496289;-73.091399;87.0;Tropical Húmedo (Selva);-1;7
289;Museo Amazónico;Loreto;-3.7524467018823375;-73.24435736758666;103.0;Tropical Húmedo (Selva);2;27
290;Casa De Fierro;Loreto;-3.749891405086802;-73.24406862258911;103.0;Tropical Húmedo (Selva);2;27
291;Ex Hotel Palace;Loreto;-3.750688991749461;-73.24371457099915;106.0;Tropical Húmedo (Selva);2;27
299;Mercado Artesanal Turístico De San Juan;Loreto;-3.77442;-73.2866;100.0;Tropical Húmedo (Selva);2;27
302;El Inchicapi;Loreto;-3.74993;-73.2622;94.0;Tropical Húmedo (Selva);2;27
303;Fiesta Patronal San Juan Bautista;Loreto;-3.74993;-73.2622;94.0;Tropical Húmedo (Selva);2;27
305;Tacacho;Loreto;-3.74993;-73.2622;94.0;Tropical Húmedo (Selva);2;27
306;Timbuche;Loreto;-3.74993;-73.2622;94.0;Tropical Húmedo (Selva);2;27
309;Momón El Guardián Del Bosque ;Loreto;-3.74993;-73.2622;94.0;Tropical Húmedo (Selva);2;27
310;Nina Juane;Loreto;-3.74993;-73.2622;94.0;Tropical Húmedo (Selva);2;27
311;Sudado De Gamitana;Loreto;-3.74993;-73.2622;94.0;Tropical Húmedo (Selva);2;27
312;Paiche Frito Con Chonta Y Yuca O Platano;Loreto;-3.74993;-73.2622;94.0;Tropical Húmedo (Selva);2;27
313;Ensalada De Chonta O Palmito;Loreto;-3.74993;-73.2622;94.0;Tropical Húmedo (Selva);2;27
314;Templo Matriz De Santa Catalina ;Puno;-15.493406334309425;-70.13476610183716;3828.0;Frío (Suni);30;12
316;Masato;Loreto;-3.74993;-73.2622;94.0;Tropical Húmedo (Selva);2;27
320;Changanacuy;Loreto;-3.74993;-73.2622;94.0;Tropical Húmedo (Selva);2;27
321;Catedral De Huancayo;Junín;-12.06770222157;-75.20990252494;3258.0;Templado Seco (Quechua);26;15
322;Iglesia  Belén;Moquegua;-17.191506707144796;-70.93124806880951;1414.0;Templado Cálido (Yunga);13;16
327;Casa Chocano;Moquegua;-17.19432573771292;-70.93473737990547;1418.0;Templado Cálido (Yunga);13;16
330;Molinos Coloniales-Fundo La Bobeda;Moquegua;-17.0773;-70.8552;2215.0;Templado Cálido (Yunga);12;16
332;Aguas Termales De Cuchumbaya;Moquegua;-16.751665;-70.682981;3094.0;Templado Seco (Quechua);31;12
333;Geiser De Puente Bello;Moquegua;-16.55408272182;-70.47249056288;4164.0;Muy Frío (Puna);67;3
334;Iglesia San Agustín De Torata ;Moquegua;-17.07632831402758;-70.84406722337008;2187.0;Templado Cálido (Yunga);-1;16
335;Zona Arqueológica Monumental Cerro Baúl;Moquegua;-17.110916067927732;-70.85997074228334;2461.0;Templado Seco (Quechua);12;16
338;Sitio Arqueológico Camata;Moquegua;-17.04538627969091;-70.8279379053431;2884.0;Templado Seco (Quechua);31;12
339;Cataratas De Mollesaja;Moquegua;-17.111102;-70.889649;1889.0;Templado Cálido (Yunga);13;16
342;Valle De Omate;Moquegua;-16.67400733785106;-70.97020983695984;2172.0;Templado Cálido (Yunga);31;12
343;Catarata El Chorro;Moquegua;-16.749321726176063;-70.8763977252006;1804.0;Templado Cálido (Yunga);31;20
344;Aguas Termales De Ullucán;Moquegua;-16.604050419749054;-71.03743570020114;2800.0;Templado Seco (Quechua);31;12
345;Aguas Termales De Ichuña;Moquegua;-16.1383;-70.53620000000001;3849.0;Frío (Suni);67;3
348;Glorieta José Gálvez - Ilo;Moquegua;-17.6437;-71.3455;0.0;Cálido / Desértico (Costa);27;20
350;Casa Tradicional Herbert De La Flor Angulo ;Moquegua;-17.194055862393647;-70.93435579516529;1411.0;Templado Cálido (Yunga);13;16
351;Iglesia De San Jerónimo - Ilo;Moquegua;-17.6464;-71.3449;17.0;Cálido / Desértico (Costa);27;20
352;Punta Coles - Rnsiipg;Moquegua;-17.7014;-71.3725;32.0;Cálido / Desértico (Costa);27;20
353;Playa Pozo De Lisas - Ilo;Moquegua;-17.6926;-71.3546;0.0;Cálido / Desértico (Costa);27;20
354;Caleta  Puerto Inglés - Ilo;Moquegua;-17.6637;-71.3578;2.0;Cálido / Desértico (Costa);27;20
357;Museo Municipal De Sitio El Algarrobal (Chiribaya);Moquegua;-17.6231;-71.2688;95.0;Cálido / Desértico (Costa);27;20
358;Playa Wawakiki - Pacocha;Moquegua;-17.4147;-71.3845;0.0;Cálido / Desértico (Costa);27;20
361;Basílica Catedral San Miguel Arcangel De Piura;Piura;-5.196568939213064;-80.62677919864655;36.0;Cálido / Desértico (Costa);6;14
362;Casa Museo Almirante Miguel Grau;Piura;-5.197863126853503;-80.62728948891163;32.0;Cálido / Desértico (Costa);6;14
364; Complejo Arqueológico Monumental Narihualá;Piura;-5.294514286335275;-80.68644091486931;30.0;Cálido / Desértico (Costa);6;14
366;Iglesia San Juan Bautista;Piura;-5.265065058527784;-80.67578047513962;27.0;Cálido / Desértico (Costa);6;14
367;Calle Comercio;Piura;-5.2658663257105465;-80.67649126052856;28.0;Cálido / Desértico (Costa);6;14
370;Bosque De Cuyas;Piura;-4.618688863234914;-79.78846549987793;2030.0;Templado Cálido (Yunga);55;17
374;Complejo Arqueológico De Aypate;Piura;-4.707437;-79.57572800000003;2820.0;Templado Seco (Quechua);55;17
376;Laguna San Pablo;Piura;-4.995673323093972;-79.6512737266312;2269.0;Templado Cálido (Yunga);55;17
377;Complejo Arqueológico De Caxas;Piura;-5.220878921068208;-79.44488525390625;2133.0;Templado Cálido (Yunga);55;17
386;Plaza Mayor De Ayacucho;Ayacucho;-13.16024737668489;-74.22581881284714;2748.0;Templado Seco (Quechua);24;15
394;Cerro Arqueológico Vicús;Piura;-5.15438;-80.15981299999999;418.0;Cálido / Desértico (Costa);-1;1
397;Playa Colán;Piura;-5.009507826249269;-81.06631278991699;0.0;Cálido / Desértico (Costa);40;1
398;Paseo Turicarami;Piura;-4.89563492772545;-80.69666683673859;36.0;Cálido / Desértico (Costa);-1;1
400;Parroquia Santísima Trinidad ;Piura;-4.890270015477113;-80.68795703351498;62.0;Cálido / Desértico (Costa);39;1
402;Coto De Caza El Angolo ;Piura;-4.199057313652975;-80.86865186614888;145.0;Cálido / Desértico (Costa);53;10
403;Casa Hacienda Sojo;Piura;-4.902136903173308;-80.82044273614883;41.0;Cálido / Desértico (Costa);40;1
405;Playa Los Órganos;Piura;-4.175610286463631;-81.12950697541237;0.0;Cálido / Desértico (Costa);53;10
407;Playa Máncora;Piura;-4.10574389414202;-81.0572201013565;0.0;Cálido / Desértico (Costa);53;10
408;Basilica Menor De La Catedral De Puno;Puno;-15.840906720199383;-70.02873569726944;3843.0;Frío (Suni);8;6
409;Iglesia San Juan Bautista - Santuario Virgen De La Candelaria;Puno;-15.837854468338886;-70.0284218788147;3839.0;Frío (Suni);8;6
410;Parque Pino;Puno;-15.837663197083684;-70.02744555473328;3832.0;Frío (Suni);8;6
412;Reserva Nacional Del Titicaca;Puno;-15.7324545090213;-69.9367774631263;3809.0;Frío (Suni);8;6
413;Lago Titicaca;Puno;-15.796878613098205;-69.50431823730469;3809.0;Frío (Suni);30;12
419;Sitio Arqueológico De Molloco;Puno;-16.007591379633435;-69.77188859259036;3837.0;Frío (Suni);30;12
420;Templo San Juan Evangelista De Acora;Puno;-15.972920466487125;-69.79785650968552;3830.0;Frío (Suni);30;12
422;Templo San Juan De Llaqwa ;Apurímac;-14.22185;-72.14714;3516.0;Frío (Suni);-1;18
423;Templo Colonial De Huaquirca;Apurímac;-14.339382428425038;-72.89441572883607;3497.0;Templado Seco (Quechua);-1;23
424;Complejo Arqueológico De Sillustani;Puno;-15.723518480797308;-70.15513747930527;3870.0;Frío (Suni);8;6
425;Sitio Arqueológico Inka Uyu;Puno;-15.892228232149613;-69.88874065106505;3859.0;Frío (Suni);8;6
426;Templo De Santo Domingo;Puno;-15.892648956075492;-69.88837838172913;3863.0;Frío (Suni);8;6
427;Templo De Nuestra Señora De La Asunción De Chucuito;Puno;-15.89477557797479;-69.8904590457054;3879.0;Frío (Suni);8;6
428;Glorieta - Mirador De Chucuito;Puno;-15.89644621725179;-69.88977313041687;3878.0;Frío (Suni);8;6
429;Templo De Nuestra Señora De La Asunción;Puno;-16.24368919672101;-69.09236949570084;3829.0;Frío (Suni);69;3
430;Complejo Arqueológico De Cutimbo;Puno;-16.02078332568118;-70.0051157433777;4014.0;Muy Frío (Puna);30;12
431;Templo De Nuestra Señora De La Asuncion De Azangaro;Puno;-14.909244;-70.19515999999999;3861.0;Frío (Suni);72;3
432;Templo De Tintiri;Puno;-14.871313;-70.111941;3868.0;Frío (Suni);72;3
433;Laguna San Juan De Salinas;Puno;-14.980772368200023;-70.11835098266603;3828.0;Frío (Suni);72;3
434;Templo San Jeronimo;Puno;-14.78669;-70.35473300000001;3910.0;Frío (Suni);72;3
435;Templo Santiago Apostol - Santiago De Pupuja;Puno;-15.053597;-70.27772199999998;3915.0;Frío (Suni);72;3
436;Arte Rupestre De Chaqatira;Puno;-14.000762854876744;-70.47804557128904;4181.0;Muy Frío (Puna);72;3
437;Nevados Allin Qhapaq, Huayna Qhapaq Y Chichi Qhapaq;Puno;-13.903908808613748;-70.4106903076172;5448.0;Glacial / Nieve (Janca);-1;3
438;Baños Termales De Ollachea;Puno;-13.799678095735974;-70.47044992446894;2684.0;Templado Seco (Quechua);-1;3
439;Capilla Colonial De Cotaña;Puno;-12.985824071305588;-69.60250854492188;226.0;Cálido / Desértico (Costa);51;24
441;Ciudad De Juli;Puno;-16.21322456704548;-69.45916056632996;3872.0;Frío (Suni);30;12
442;Templo San Pedro Martir;Puno;-16.212732639133275;-69.46037292480469;3883.0;Frío (Suni);30;12
443;Templo Museo San Juan De Letran De Juli;Puno;-16.210854;-69.45864599999999;3859.0;Frío (Suni);30;12
444;Templo De La Asunción O Santa Maria La Mayor;Puno;-16.214896082554954;-69.45728838443756;3882.0;Frío (Suni);30;12
446;Templo De Santiago Apóstol O Nuestra Señora Del Rosario;Puno;-16.272665799062008;-69.29234919455392;3868.0;Frío (Suni);69;3
447;Playa Chatuma;Puno;-16.267141615716874;-69.22475881124022;3809.0;Frío (Suni);69;3
449;Templo De San Pedro Y San Pablo De Zepita;Puno;-16.498877397600037;-69.10174548625946;3826.0;Frío (Suni);69;3
450;Complejo Arqueologico De Tanka Tanka;Puno;-16.586164107918826;-69.25002336502077;3961.0;Frío (Suni);69;3
451;Templo Santiago Apostol;Puno;-15.204433335933256;-69.76086616516113;3845.0;Frío (Suni);30;12
454;Biblioteca Municipal De Lampa;Puno;-15.364703163447745;-70.36783665418625;3869.0;Frío (Suni);30;12
455;Templo San Salvador De Antabamba ;Apurímac;-14.365151;-72.878019;3642.0;Frío (Suni);70;18
456;Puente Republicano De Lampa;Puno;-15.371569;-70.36675;3856.0;Frío (Suni);30;12
459;Pueblo Historico De Lampa;Puno;-15.364495;-70.3669429;3869.0;Frío (Suni);30;12
460;Complejo Arqueológico De Pukará;Puno;-15.04563;-70.372454;3909.0;Frío (Suni);72;3
461;Baños Termales De Pojpoquella;Puno;-14.887095911199914;-70.57991087436676;3905.0;Frío (Suni);72;3
462;Cañón De Tinajani;Puno;-15.00266042048268;-70.57786166667944;3943.0;Frío (Suni);72;3
463;Templo De San Pedro Apostol;Puno;-15.36047962143266;-69.49950635433197;3888.0;Frío (Suni);30;12
464;Necrópolis De Huancarani;Puno;-15.32044820472773;-69.39528502502442;3902.0;Frío (Suni);-1;3
466;Sitio Arqueológico De Paru Paru;Puno;-15.33762722663491;-69.62015491724013;3830.0;Frío (Suni);30;12
468;Baños Termales Piscina Municipal José Solorzano Salas ;Puno;-14.913264565257816;-69.86715176052275;3854.0;Frío (Suni);72;3
475;Catedral De Tacna;Tacna;-18.01451695;-70.25198699;561.0;Templado Cálido (Yunga);11;16
478;Centro Cultural Casa  Basadre;Tacna;-18.01372085;-70.25165187;566.0;Templado Cálido (Yunga);11;16
481;Locomotora A Vapor N° 3;Tacna;-18.01634966777509;-70.25250434875488;557.0;Templado Cálido (Yunga);11;16
482;Casa De La Comisión Jurídica;Tacna;-18.011057812362335;-70.24842764418031;573.0;Templado Cálido (Yunga);11;16
483;Escenario De La Batalla Del Alto De La Alianza;Tacna;-17.999284;-70.293657;761.0;Templado Cálido (Yunga);11;16
484;Baños Termales De Calientes-Pachia;Tacna;-17.85717400000002;-70.12194727116395;1299.0;Templado Cálido (Yunga);-1;20
494;Playa Boca Del Rio;Tacna;-18.158737;-70.680973;5.0;Cálido / Desértico (Costa);27;20
496;Volcán Yucamani;Tacna;-17.182500819652695;-70.19888861919452;5418.0;Glacial / Nieve (Janca);-1;3
500;Baños Termales Jhuntu Phuju;Tacna;-17.118199;-70.14392;4334.0;Muy Frío (Puna);-1;3
507;Ciudadela De Qampaycata Y/O Moqui;Tacna;-17.317339;-70.434079;2809.0;Templado Seco (Quechua);31;12
513;Pinturas Rupestres De Toquepala;Tacna;-17.304319;-70.71777;2305.0;Templado Seco (Quechua);-1;3
515;Playa Ite-Inglesa;Tacna;-17.89880519149986;-70.9948078306885;2.0;Cálido / Desértico (Costa);27;20
518;Iglesia San Benedicto;Tacna;-17.474307;-70.031977;3069.0;Templado Seco (Quechua);31;12
526;Baños Termales De Putina-Ticaco;Tacna;-17.434081750822873;-70.03839014980139;3395.0;Templado Seco (Quechua);31;12
529;Aguas Termales De Ccocho;Apurímac;-14.42364130532;-72.80171328811;3583.0;Frío (Suni);70;18
530;Sitio Arqueológico Laguna De Los Cóndores ;Amazonas;-6.852714;-77.692006;2894.0;Templado Seco (Quechua);45;13
534;Área De Conservación Regional Imiria;Ucayali;-8.840294146238357;-74.22646522521973;153.0;Tropical Húmedo (Selva);-1;19
535;Laguna Yarinacocha;Ucayali;-8.351376;-74.57505500000002;138.0;Tropical Húmedo (Selva);9;25
536;Comunidad Nativa San Francisco;Ucayali;-8.272903;-74.63661;153.0;Tropical Húmedo (Selva);9;25
548;Catarata Velo De La Novia;Ucayali;-9.073450123066;-75.68196058273;437.0;Tropical Húmedo (Selva);60;26
549;Catarata Ducha Del Diablo;Ucayali;-9.06672;-75.6792;516.0;Tropical Húmedo (Selva);60;26
554;Laguna Parón;Áncash;-8.994163305480877;-77.67111266137691;4147.0;Muy Frío (Puna);62;5
557;Cañón Del Pato;Áncash;-8.862056937036709;-77.82891276732913;1837.0;Templado Cálido (Yunga);-1;28
558;Quebrada Santa Cruz ;Áncash;-8.939295100314405;-77.68332865008547;3844.0;Frío (Suni);62;5
559;Quebrada Los Cedros;Áncash;-8.828055555555556;-77.72805555555556;4032.0;Muy Frío (Puna);49;28
560;Carrera A La Cinta;Áncash;-8.9769;-77.1843;2759.0;Templado Seco (Quechua);62;13
561;Nevado Alpamayo;Áncash;-8.879315842048872;-77.6522531530952;5495.0;Glacial / Nieve (Janca);-1;5
562;Gruta De San Patricio;Áncash;-9.72369817257239;-77.45734329447748;3416.0;Templado Seco (Quechua);62;5
564;Nevado Pastoruri;Áncash;-9.930295619996317;-77.18991961111453;5156.0;Glacial / Nieve (Janca);-1;5
565;Cerro Pan De Azucar;Áncash;-9.126297315321228;-77.75327503681183;2610.0;Templado Seco (Quechua);62;13
566;Laguna Chinancocha - Llanganuco;Áncash;-9.075358237663016;-77.64601411772155;3825.0;Frío (Suni);62;5
567;Laguna Patococha;Áncash;-9.889675;-77.309036;4151.0;Muy Frío (Puna);62;5
568;Nevado Huascarán;Áncash;-9.12161853861732;-77.60647660176777;6692.0;Glacial / Nieve (Janca);-1;5
569;Campo Santo De Yungay;Áncash;-9.150390031961972;-77.73658484984588;2539.0;Templado Seco (Quechua);-1;13
571;Sitio Arqueológico De Saywite;Apurímac;-13.547273879362905;-72.80286133289337;3628.0;Frío (Suni);22;6
573;Templo San Pedro De Haquira ;Apurímac;-14.213923477524531;-72.18872934579849;3685.0;Frío (Suni);-1;18
575;Baños Termales De Cconoc;Apurímac;-13.542986882051624;-72.63884149241494;1820.0;Templado Cálido (Yunga);-1;23
576;Sitio Arqueológico De Qorimarca;Apurímac;-13.529745068382926;-72.86227762699127;3945.0;Frío (Suni);-1;6
577;Santuario Nacional De Ampay ;Apurímac;-13.6033015386;-72.87594234338;2938.0;Templado Seco (Quechua);-1;6
578;Sitio Arqueológico De Sóndor;Apurímac;-13.605871377046505;-73.26942056085204;3210.0;Templado Seco (Quechua);71;23
580;Laguna De Matara;Apurímac;-14.35128333365;-72.91963733759;3367.0;Templado Seco (Quechua);-1;23
583;Sitio Arqueológico De Markansaya ;Apurímac;-14.184986;-72.18316199999998;3995.0;Frío (Suni);-1;18
584;Laguna Occocco;Apurímac;-14.045608333333334;-72.78266944444442;4371.0;Muy Frío (Puna);-1;23
585;Templo San Miguel Arcángel De Mamara ;Apurímac;-14.22908639498622;-72.58986044047549;3603.0;Frío (Suni);-1;23
587;Iglesia San Miguel Arcángel De Cayma;Arequipa;-16.381175499707467;-71.54592990875244;2403.0;Templado Seco (Quechua);12;16
589;Pueblo De Characato;Arequipa;-16.46870818615489;-71.48409962654114;2466.0;Templado Seco (Quechua);12;16
595;Catarata De Sipia;Arequipa;-15.241841613201856;-72.95837044715881;2050.0;Templado Cálido (Yunga);-1;18
596;La Mansión Del Fundador;Arequipa;-16.464278857774403;-71.55736684799194;2226.0;Templado Cálido (Yunga);12;16
597;Mirador De Yanahuara;Arequipa;-16.387473;-71.541725;2372.0;Templado Seco (Quechua);12;16
598;Cuevas De Sumbay;Arequipa;-15.975883;-71.349351;4097.0;Muy Frío (Puna);-1;12
599;Volcán Misti;Arequipa;-16.29665107684138;-71.4108163118363;5789.0;Glacial / Nieve (Janca);-1;6
600;Casa De La Cultura De La Provincia De Aija Santiago Antúnez De Mayolo;Áncash;-9.780535;-77.60988399999997;3377.0;Templado Seco (Quechua);62;5
601;Aguas Termales De Killcata;Apurímac;-14.45476707549;-72.57911641137;4016.0;Muy Frío (Puna);-1;18
602;Cañón Del Apurímac;Apurímac;-13.522896;-72.695087;3034.0;Templado Seco (Quechua);-1;23
606;Complejo De Aguas Termales De Yura;Arequipa;-16.245555186486175;-71.69380009174347;2519.0;Templado Seco (Quechua);31;12
609;Valle De Los Volcanes;Arequipa;-15.498898577572351;-72.35575842327881;3576.0;Frío (Suni);-1;18
610;Reserva Nacional De Salinas Y Aguada Blanca;Arequipa;-16.366952;-71.204342;4324.0;Muy Frío (Puna);-1;12
611;Complejo Arqueológico  Toro Muerto;Arequipa;-16.2244723346;-72.502147864;649.0;Templado Cálido (Yunga);52;11
612;Complejo Turístico Baños Termales La Calera;Arequipa;-15.614865401587275;-71.58769670933151;3628.0;Frío (Suni);76;3
615;Mirador De La Cruz Del Condor;Arequipa;-15.611146;-71.905903;3755.0;Frío (Suni);76;3
616;Valle Del Colca;Arequipa;-15.638034567493976;-71.60444679629519;3632.0;Frío (Suni);76;3
617;Cañon Del Colca;Arequipa;-15.596139011534111;-71.97620584921265;2215.0;Templado Cálido (Yunga);-1;18
628;Bosque De Piedras De Imata;Arequipa;-15.917355555415469;-71.04006437301638;4489.0;Muy Frío (Puna);-1;12
629;Iglesia San Juan Bautista;Arequipa;-15.486371508972848;-71.45736527116395;3817.0;Frío (Suni);76;3
631;Templo De La Inmaculada Concepción;Arequipa;-15.649889114597269;-71.65886968374258;3429.0;Templado Seco (Quechua);76;3
633;Santuario Nacional Lagunas De Mejía;Arequipa;-17.12731325882878;-71.88122212886806;3.0;Cálido / Desértico (Costa);57;11
635;Iglesia Catedral  Santa Catalina;Cajamarca;-7.15646;-78.51806;2728.0;Templado Seco (Quechua);17;2
636;Iglesia San Antonio De Padua - San Francisco;Cajamarca;-7.15721;-78.51676;2723.0;Templado Seco (Quechua);17;2
637;Mirador Del Cerro Santa Apolonia;Cajamarca;-7.16017;-78.51919;2779.0;Templado Seco (Quechua);17;2
638;Conjunto Monumental Belén;Cajamarca;-7.158915;-78.51690500000001;2733.0;Templado Seco (Quechua);17;2
639;El Cuarto Del Rescate;Cajamarca;-7.157906;-78.51650999999998;2724.0;Templado Seco (Quechua);17;2
641;Complejo Arqueológico De Layzón;Cajamarca;-7.19363;-78.55650000000003;3559.0;Frío (Suni);-1;2
642;Complejo Arqueológico Huacaloma;Cajamarca;-7.17411;-78.50013;2704.0;Templado Seco (Quechua);17;2
643;Ventanillas De Otuzco;Cajamarca;-7.126574;-78.45713799999999;2735.0;Templado Seco (Quechua);17;2
646;Granja Porcón;Cajamarca;-7.036;-78.63239;3132.0;Templado Seco (Quechua);45;13
647;Complejo Arqueológico Cumbemayo;Cajamarca;-7.1926166694488725;-78.57393635276128;3545.0;Frío (Suni);-1;2
648;Hacienda La Colpa;Cajamarca;-7.218143;-78.44677100000001;2617.0;Templado Seco (Quechua);17;2
