REGION;AÑO;MES;TEMPERATURA_MEDIA_C;PRECIPITACION_TOTAL_MM
AMAZONAS;2014;01;14.91;264.1
AMAZONAS;2014;02;14.9;366.8
AMAZONAS;2014;03;14.92;340.0
AMAZONAS;2014;04;15.11;179.8
AMAZONAS;2014;05;15.07;206.5
AMAZONAS;2014;06;14.87;93.2
AMAZONAS;2014;07;14.28;79.7
AMAZONAS;2014;08;14.46;60.8
AMAZONAS;2014;09;14.98;160.0
AMAZONAS;2014;10;15.2;187.7
AMAZONAS;2014;11;15.66;262.8
AMAZONAS;2014;12;15.04;261.0
AMAZONAS;2015;01;14.62;419.5
AMAZONAS;2015;02;15.25;190.7
AMAZONAS;2015;03;15.25;564.6
AMAZONAS;2015;04;15.02;273.2
AMAZONAS;2015;05;14.87;226.3
AMAZONAS;2015;06;14.47;74.4
AMAZONAS;2015;07;14.63;61.6
AMAZONAS;2015;08;15.58;57.7
AMAZONAS;2015;09;15.7;77.9
AMAZONAS;2015;10;15.72;168.8
AMAZONAS;2015;11;15.92;257.3
AMAZONAS;2015;12;15.49;266.1
AMAZONAS;2016;01;16.44;351.0
AMAZONAS;2016;02;16.06;426.6
AMAZONAS;2016;03;16.19;320.7
AMAZONAS;2016;04;15.97;199.8
AMAZONAS;2016;05;15.69;171.4
AMAZONAS;2016;06;14.49;115.7
AMAZONAS;2016;07;14.49;40.6
AMAZONAS;2016;08;15.12;77.1
AMAZONAS;2016;09;15.07;152.2
AMAZONAS;2016;10;15.54;280.1
AMAZONAS;2016;11;16.32;196.9
AMAZONAS;2016;12;15.12;387.9
AMAZONAS;2017;01;15.39;116.3
AMAZONAS;2017;02;15.8;130.2
AMAZONAS;2017;03;15.55;108.5
AMAZONAS;2017;04;15.41;44.1
AMAZONAS;2017;05;15.54;34.7
AMAZONAS;2017;06;14.91;18.6
AMAZONAS;2017;07;14.05;2.2
AMAZONAS;2017;08;15.32;25.8
AMAZONAS;2017;09;15.66;9.2
AMAZONAS;2017;10;16.05;63.5
AMAZONAS;2017;11;16.4;53.2
AMAZONAS;2017;12;16.0;50.5
AMAZONAS;2018;01;15.34;53.2
AMAZONAS;2018;02;15.87;60.2
AMAZONAS;2018;03;15.43;44.3
AMAZONAS;2018;04;14.87;73.6
AMAZONAS;2018;05;15.31;18.7
AMAZONAS;2018;06;14.04;10.8
AMAZONAS;2018;07;14.19;3.7
AMAZONAS;2018;08;14.46;7.4
AMAZONAS;2018;09;15.44;19.9
AMAZONAS;2018;10;15.81;74.0
AMAZONAS;2018;11;16.18;89.2
AMAZONAS;2018;12;15.26;60.1
AMAZONAS;2019;01;15.52;56.5
AMAZONAS;2019;02;15.71;113.4
AMAZONAS;2019;03;15.65;159.6
AMAZONAS;2019;04;15.63;38.7
AMAZONAS;2019;05;15.18;54.1
AMAZONAS;2019;06;14.55;12.6
AMAZONAS;2019;07;14.14;18.8
AMAZONAS;2019;08;14.19;8.2
AMAZONAS;2019;09;15.47;19.7
AMAZONAS;2019;10;15.06;56.5
AMAZONAS;2019;11;16.11;62.1
AMAZONAS;2019;12;16.0;58.5
AMAZONAS;2020;01;16.22;79.0
AMAZONAS;2020;02;16.41;73.0
AMAZONAS;2020;03;16.34;67.3
AMAZONAS;2020;04;15.59;32.9
AMAZONAS;2020;05;15.5;28.7
AMAZONAS;2020;06;15.44;17.7
AMAZONAS;2020;07;14.7;17.0
AMAZONAS;2020;08;15.25;14.1
AMAZONAS;2020;09;15.35;23.8
AMAZONAS;2020;10;15.33;25.7
AMAZONAS;2020;11;16.35;41.7
AMAZONAS;2020;12;15.56;65.5
AMAZONAS;2021;01;15.23;70.4
AMAZONAS;2021;02;15.99;59.4
AMAZONAS;2021;03;15.16;142.3
AMAZONAS;2021;04;15.2;54.0
AMAZONAS;2021;05;15.16;17.8
AMAZONAS;2021;06;14.96;12.8
AMAZONAS;2021;07;14.29;8.4
AMAZONAS;2021;08;15.18;14.1
AMAZONAS;2021;09;15.16;28.7
AMAZONAS;2021;10;15.78;85.4
AMAZONAS;2021;11;15.51;99.5
AMAZONAS;2021;12;15.88;105.1
AMAZONAS;2022;01;15.51;66.5
AMAZONAS;2022;02;15.22;117.3
AMAZONAS;2022;03;15.14;137.4
AMAZONAS;2022;04;14.95;88.7
AMAZONAS;2022;05;14.88;26.6
AMAZONAS;2022;06;13.83;38.6
AMAZONAS;2022;07;14.54;16.0
AMAZONAS;2022;08;14.48;29.7
AMAZONAS;2022;09;15.2;40.6
AMAZONAS;2022;10;15.57;74.3
AMAZONAS;2022;11;15.94;34.0
AMAZONAS;2022;12;15.92;63.9
AMAZONAS;2023;01;15.26;79.5
AMAZONAS;2023;02;15.24;127.0
AMAZONAS;2023;03;15.41;129.0
AMAZONAS;2023;04;15.25;45.5
AMAZONAS;2023;05;15.74;33.6
AMAZONAS;2023;06;14.84;5.4
AMAZONAS;2023;07;15.77;5.1
AMAZONAS;2023;08;16.26;9.2
AMAZONAS;2023;09;16.84;16.7
AMAZONAS;2023;10;16.98;53.3
AMAZONAS;2023;11;17.16;52.5
AMAZONAS;2023;12;16.54;140.5
ANCASH;2014;01;13.25;172.3
ANCASH;2014;02;12.9;199.3
ANCASH;2014;03;12.82;247.1
ANCASH;2014;04;13.68;137.4
ANCASH;2014;05;13.37;103.1
ANCASH;2014;06;13.89;49.6
ANCASH;2014;07;13.01;61.4
ANCASH;2014;08;12.77;81.4
ANCASH;2014;09;13.04;133.1
ANCASH;2014;10;13.31;148.1
ANCASH;2014;11;13.2;140.3
ANCASH;2014;12;13.28;215.0
ANCASH;2015;01;13.27;220.6
ANCASH;2015;02;13.15;224.1
ANCASH;2015;03;13.22;270.5
ANCASH;2015;04;13.47;159.2
ANCASH;2015;05;13.4;122.6
ANCASH;2015;06;13.31;44.5
ANCASH;2015;07;13.12;51.7
ANCASH;2015;08;13.73;71.9
ANCASH;2015;09;14.18;138.1
ANCASH;2015;10;13.85;201.5
ANCASH;2015;11;14.02;166.3
ANCASH;2015;12;14.28;212.5
ANCASH;2016;01;14.56;146.8
ANCASH;2016;02;14.72;245.0
ANCASH;2016;03;14.63;234.9
ANCASH;2016;04;14.38;151.8
ANCASH;2016;05;14.15;76.2
ANCASH;2016;06;12.96;56.8
ANCASH;2016;07;13.15;38.8
ANCASH;2016;08;13.31;92.7
ANCASH;2016;09;13.39;124.0
ANCASH;2016;10;13.25;152.6
ANCASH;2016;11;13.73;89.9
ANCASH;2016;12;13.22;178.6
ANCASH;2017;01;12.78;291.3
ANCASH;2017;02;12.85;169.9
ANCASH;2017;03;12.84;287.0
ANCASH;2017;04;13.32;144.2
ANCASH;2017;05;13.02;46.5
ANCASH;2017;06;12.9;10.1
ANCASH;2017;07;13.2;8.7
ANCASH;2017;08;13.84;15.5
ANCASH;2017;09;13.67;81.9
ANCASH;2017;10;13.03;156.4
ANCASH;2017;11;13.16;115.5
ANCASH;2017;12;12.9;124.5
ANCASH;2018;01;12.32;232.1
ANCASH;2018;02;12.95;196.1
ANCASH;2018;03;12.98;261.0
ANCASH;2018;04;12.4;181.1
ANCASH;2018;05;12.53;35.1
ANCASH;2018;06;12.73;16.2
ANCASH;2018;07;13.35;10.4
ANCASH;2018;08;12.93;28.2
ANCASH;2018;09;13.88;50.0
ANCASH;2018;10;12.86;142.5
ANCASH;2018;11;13.29;137.1
ANCASH;2018;12;13.17;141.2
ANCASH;2019;01;13.28;313.4
ANCASH;2019;02;13.66;222.7
ANCASH;2019;03;13.54;261.8
ANCASH;2019;04;13.43;136.2
ANCASH;2019;05;13.42;27.5
ANCASH;2019;06;13.24;21.7
ANCASH;2019;07;13.43;9.6
ANCASH;2019;08;14.0;0.5
ANCASH;2019;09;14.31;54.3
ANCASH;2019;10;13.48;130.3
ANCASH;2019;11;13.5;155.3
ANCASH;2019;12;13.48;194.5
ANCASH;2020;01;13.9;95.3
ANCASH;2020;02;14.32;113.1
ANCASH;2020;03;13.59;141.3
ANCASH;2020;04;13.49;66.7
ANCASH;2020;05;13.44;60.0
ANCASH;2020;06;13.27;4.0
ANCASH;2020;07;13.67;4.5
ANCASH;2020;08;14.14;6.7
ANCASH;2020;09;13.87;94.0
ANCASH;2020;10;13.63;106.8
ANCASH;2020;11;13.85;136.9
ANCASH;2020;12;12.85;263.8
ANCASH;2021;01;12.97;288.4
ANCASH;2021;02;13.18;100.9
ANCASH;2021;03;12.67;263.1
ANCASH;2021;04;13.27;126.4
ANCASH;2021;05;12.84;45.0
ANCASH;2021;06;13.19;8.6
ANCASH;2021;07;13.08;10.0
ANCASH;2021;08;13.91;35.8
ANCASH;2021;09;13.3;109.8
ANCASH;2021;10;13.09;226.5
ANCASH;2021;11;12.69;156.9
ANCASH;2021;12;13.05;155.3
ANCASH;2022;01;12.74;156.1
ANCASH;2022;02;12.79;226.7
ANCASH;2022;03;12.62;333.1
ANCASH;2022;04;12.81;174.0
ANCASH;2022;05;12.3;85.4
ANCASH;2022;06;12.02;13.1
ANCASH;2022;07;13.21;17.1
ANCASH;2022;08;13.89;18.2
ANCASH;2022;09;13.55;103.0
ANCASH;2022;10;13.29;109.1
ANCASH;2022;11;13.77;93.7
ANCASH;2022;12;12.46;226.2
ANCASH;2023;01;12.36;251.6
ANCASH;2023;02;13.02;326.1
ANCASH;2023;03;12.57;347.1
ANCASH;2023;04;12.66;188.7
ANCASH;2023;05;12.96;32.3
ANCASH;2023;06;13.44;4.5
ANCASH;2023;07;14.55;1.3
ANCASH;2023;08;14.88;8.5
ANCASH;2023;09;14.7;95.6
ANCASH;2023;10;14.08;259.0
ANCASH;2023;11;13.76;217.8
ANCASH;2023;12;14.34;300.8
CUSCO;2014;01;10.54;289.3
CUSCO;2014;02;10.89;186.2
CUSCO;2014;03;10.82;147.3
CUSCO;2014;04;10.43;63.3
CUSCO;2014;05;9.94;44.6
CUSCO;2014;06;9.97;13.5
CUSCO;2014;07;9.09;18.7
CUSCO;2014;08;9.36;27.2
CUSCO;2014;09;10.3;62.5
CUSCO;2014;10;11.03;69.5
CUSCO;2014;11;11.68;104.3
CUSCO;2014;12;11.26;237.8
CUSCO;2015;01;10.35;231.7
CUSCO;2015;02;10.7;193.9
CUSCO;2015;03;10.75;133.6
CUSCO;2015;04;10.04;103.0
CUSCO;2015;05;9.66;53.5
CUSCO;2015;06;9.36;14.4
CUSCO;2015;07;9.44;10.8
CUSCO;2015;08;10.03;19.2
CUSCO;2015;09;11.51;28.1
CUSCO;2015;10;11.81;69.0
CUSCO;2015;11;11.86;130.8
CUSCO;2015;12;11.31;215.1
CUSCO;2016;01;12.12;231.9
CUSCO;2016;02;11.91;225.2
CUSCO;2016;03;12.06;137.2
CUSCO;2016;04;11.45;86.3
CUSCO;2016;05;10.57;20.2
CUSCO;2016;06;10.15;3.5
CUSCO;2016;07;9.96;6.1
CUSCO;2016;08;10.5;13.9
CUSCO;2016;09;11.27;30.0
CUSCO;2016;10;10.96;135.7
CUSCO;2016;11;11.88;61.9
CUSCO;2016;12;11.44;227.4
CUSCO;2017;01;11.36;223.5
CUSCO;2017;02;11.63;203.3
CUSCO;2017;03;11.22;185.3
CUSCO;2017;04;11.17;80.6
CUSCO;2017;05;10.81;35.4
CUSCO;2017;06;10.65;7.0
CUSCO;2017;07;10.28;15.9
CUSCO;2017;08;11.14;27.8
CUSCO;2017;09;11.24;50.3
CUSCO;2017;10;12.13;97.7
CUSCO;2017;11;12.37;143.1
CUSCO;2017;12;12.09;167.9
CUSCO;2018;01;11.13;187.0
CUSCO;2018;02;11.35;275.7
CUSCO;2018;03;11.32;167.7
CUSCO;2018;04;10.82;64.2
CUSCO;2018;05;10.77;20.6
CUSCO;2018;06;9.13;18.8
CUSCO;2018;07;8.79;23.5
CUSCO;2018;08;9.06;45.5
CUSCO;2018;09;11.13;29.9
CUSCO;2018;10;11.66;113.1
CUSCO;2018;11;12.38;133.5
CUSCO;2018;12;12.12;103.8
CUSCO;2019;01;11.58;190.9
CUSCO;2019;02;11.42;240.3
CUSCO;2019;03;11.69;111.6
CUSCO;2019;04;11.56;68.0
CUSCO;2019;05;11.15;22.2
CUSCO;2019;06;10.72;7.4
CUSCO;2019;07;10.26;16.6
CUSCO;2019;08;10.76;16.2
CUSCO;2019;09;11.41;23.9
CUSCO;2019;10;12.1;62.2
CUSCO;2019;11;12.12;163.1
CUSCO;2019;12;12.15;210.9
CUSCO;2020;01;11.9;198.3
CUSCO;2020;02;12.19;196.9
CUSCO;2020;03;11.78;132.9
CUSCO;2020;04;11.14;78.1
CUSCO;2020;05;10.9;29.1
CUSCO;2020;06;10.89;5.9
CUSCO;2020;07;10.95;6.5
CUSCO;2020;08;11.28;11.5
CUSCO;2020;09;11.26;24.7
CUSCO;2020;10;11.54;68.8
CUSCO;2020;11;12.88;72.3
CUSCO;2020;12;11.74;246.2
CUSCO;2021;01;11.29;254.5
CUSCO;2021;02;11.56;143.9
CUSCO;2021;03;10.86;176.3
